ano,senioridade,contrato,cargo,salario,moeda,usd,residencia,remoto,empresa,tamanho_empresa,residencia_iso3
2025,Senior,Tempo Integral,Applied Scientist,258000.0,USD,258000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Applied Scientist,119800.0,USD,119800.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Engineer,163000.0,USD,163000.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Engineer,80000.0,USD,80000.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Director,309500.0,USD,309500.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Director,185700.0,USD,185700.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,192000.0,USD,192000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,92100.0,USD,92100.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,192000.0,USD,192000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,92100.0,USD,92100.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,39000.0,EUR,41052.0,ES,Presencial,ES,Média,ESP
2025,Pleno,Tempo Integral,Manager,33000.0,EUR,34736.0,ES,Presencial,ES,Média,ESP
2025,Senior,Tempo Integral,Analyst,243340.0,USD,243340.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Analyst,127310.0,USD,127310.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,203000.0,USD,203000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,123000.0,USD,123000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,165000.0,USD,165000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,135000.0,USD,135000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,280500.0,USD,280500.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,204000.0,USD,204000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,203000.0,USD,203000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,123000.0,USD,123000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,175400.0,USD,175400.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,106300.0,USD,106300.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Product Designer,125000.0,USD,125000.0,CA,Remoto,CA,Média,CAN
2025,Pleno,Tempo Integral,Product Designer,114000.0,USD,114000.0,CA,Remoto,CA,Média,CAN
2025,Pleno,Tempo Integral,Data Scientist,117000.0,USD,117000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,90000.0,USD,90000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Analyst,123700.0,USD,123700.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Data Analyst,68700.0,USD,68700.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Data Analyst,123700.0,USD,123700.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Data Analyst,68700.0,USD,68700.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,149900.0,USD,149900.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,75500.0,USD,75500.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,135000.0,USD,135000.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,101250.0,USD,101250.0,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,19956.0,EUR,21006.0,FR,Presencial,FR,Média,FRA
2025,Junior,Tempo Integral,Data Analyst,17712.0,EUR,18644.0,FR,Presencial,FR,Média,FRA
2025,Pleno,Tempo Integral,Data Specialist,141440.0,USD,141440.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Specialist,96720.0,USD,96720.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Consultant,217200.0,USD,217200.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Consultant,111100.0,USD,111100.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Analyst,200000.0,USD,200000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Analyst,175947.0,USD,175947.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Analyst,212000.0,USD,212000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Analyst,212000.0,USD,212000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,284000.0,USD,284000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,162000.0,USD,162000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Development Engineer,179000.0,USD,179000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Development Engineer,112000.0,USD,112000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Architect,153925.0,USD,153925.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Architect,85150.0,USD,85150.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,106200.0,USD,106200.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,57200.0,USD,57200.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,176000.0,USD,176000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,128000.0,USD,128000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Software Engineer,248594.0,USD,248594.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Software Engineer,177567.0,USD,177567.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Analyst,101500.0,USD,101500.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Data Analyst,54500.0,USD,54500.0,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Data Analytics Manager,195000.0,USD,195000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analytics Manager,105000.0,USD,105000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Principal Statistical Programmer,273200.0,USD,273200.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Principal Statistical Programmer,88300.0,USD,88300.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,235300.0,USD,235300.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,84400.0,USD,84400.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,245985.0,USD,245985.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Associate,164530.0,USD,164530.0,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Software Engineer,107000.0,USD,107000.0,MT,Presencial,MT,Média,MLT
2025,Junior,Tempo Integral,Software Engineer,52500.0,USD,52500.0,MT,Presencial,MT,Média,MLT
2025,Senior,Tempo Integral,Analyst,131747.0,USD,131747.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Analyst,80849.0,USD,80849.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Analyst,109000.0,USD,109000.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Analyst,77000.0,USD,77000.0,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Manager,126000.0,USD,126000.0,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Manager,68000.0,USD,68000.0,CA,Presencial,CA,Média,CAN
2025,Executivo,Tempo Integral,Director,145000.0,USD,145000.0,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Director,115000.0,USD,115000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Manager,222600.0,USD,222600.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Manager,120000.0,USD,120000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Manager,187200.0,USD,187200.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Manager,100800.0,USD,100800.0,CA,Presencial,CA,Média,CAN
2025,Executivo,Tempo Integral,Director,261800.0,USD,261800.0,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Director,140800.0,USD,140800.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Cloud Engineer,198200.0,USD,198200.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Cloud Engineer,94400.0,USD,94400.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,119875.0,USD,119875.0,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Manager,71925.0,USD,71925.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Software Engineer,192050.0,USD,192050.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Software Engineer,118150.0,USD,118150.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Engineer,169050.0,USD,169050.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Engineer,124950.0,USD,124950.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Architect,198000.0,USD,198000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Architect,86900.0,USD,86900.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Architect,163116.0,USD,163116.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Architect,97870.0,USD,97870.0,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Data Analyst,85000.0,USD,85000.0,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Data Analyst,75000.0,USD,75000.0,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,141000.0,USD,141000.0,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,61900.0,USD,61900.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Engineer,286300.0,USD,286300.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Engineer,163600.0,USD,163600.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Product Owner,212333.0,USD,212333.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Product Owner,147000.0,USD,147000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Product Owner,180967.0,USD,180967.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Product Owner,125300.0,USD,125300.0,CA,Presencial,CA,Média,CAN
2025,Senior,Tempo Integral,Data Scientist,115000.0,GBP,145569.0,GB,Presencial,GB,Média,GBR
2025,Senior,Tempo Integral,Data Scientist,85000.0,GBP,107594.0,GB,Presencial,GB,Média,GBR
2025,Pleno,Tempo Integral,Data Scientist,121956.0,USD,121956.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,93974.0,USD,93974.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,98817.0,USD,98817.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,74113.0,USD,74113.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,193820.0,USD,193820.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,140960.0,USD,140960.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,143000.0,USD,143000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,77000.0,USD,77000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,113000.0,USD,113000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,74000.0,USD,74000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,108212.0,USD,108212.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,69999.0,USD,69999.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,108212.0,USD,108212.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,69999.0,USD,69999.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,125000.0,USD,125000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,90000.0,USD,90000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Engineer,160000.0,USD,160000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Engineer,130000.0,USD,130000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,118700.0,USD,118700.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,79100.0,USD,79100.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Product Manager,233000.0,USD,233000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Product Manager,144000.0,USD,144000.0,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Executive,122634.0,USD,122634.0,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Executive,113443.0,USD,113443.0,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,100500.0,USD,100500.0,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,60300.0,USD,60300.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Analyst,122600.0,USD,122600.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Analyst,73000.0,USD,73000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Architect,75000.0,EUR,78947.0,FR,Presencial,FR,Média,FRA
2025,Senior,Tempo Integral,Architect,65000.0,EUR,68421.0,FR,Presencial,FR,Média,FRA
2025,Pleno,Tempo Integral,Analyst,176000.0,USD,176000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Analyst,77600.0,USD,77600.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Business Intelligence Engineer,162600.0,USD,162600.0,US,Presencial,US,Grande,USA
2025,Senior,Tempo Integral,Business Intelligence Engineer,97400.0,USD,97400.0,US,Presencial,US,Grande,USA
2025,Senior,Tempo Integral,Data Governance Lead,165000.0,USD,165000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Governance Lead,120000.0,USD,120000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Governance Specialist,206300.0,USD,206300.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Governance Specialist,100600.0,USD,100600.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,AI Engineer,200900.0,USD,200900.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,AI Engineer,133900.0,USD,133900.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Applied Scientist,257600.0,USD,257600.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Applied Scientist,142700.0,USD,142700.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,125000.0,USD,125000.0,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,115000.0,USD,115000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Analyst,115000.0,USD,115000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Analyst,90000.0,USD,90000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,134800.0,USD,134800.0,US,Presencial,US,Grande,USA
2025,Senior,Tempo Integral,Data Engineer,80700.0,USD,80700.0,US,Presencial,US,Grande,USA
2025,Senior,Tempo Integral,Data Engineer,295000.0,USD,295000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Data Engineer,227000.0,USD,227000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Solutions Architect,307400.0,USD,307400.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Solutions Architect,219400.0,USD,219400.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Solutions Architect,243000.0,USD,243000.0,US,Remoto,US,Média,USA
2025,Senior,Tempo Integral,Solutions Architect,162000.0,USD,162000.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,AI Researcher,350000.0,USD,350000.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,AI Researcher,180000.0,USD,180000.0,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Machine Learning Engineer,193000.0,USD,193000.0,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Machine Learning Engineer,133000.0,USD,133000.0,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,223600.0,USD,223600.0,US,Presencial,US,Grande,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,129300.0,USD,129300.0,US,Presencial,US,Grande,USA
2025,Senior,Tempo Integral,Bear Robotics,262000.0,USD,262000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Bear Robotics,210000.0,USD,210000.0,US,Presencial,US,Média,USA
2025,Senior,Tempo Integral,Software Engineer,173250.0,USD,173250.0,US,Remoto,US,Média,USA
